y_true,y_proba
0,0.7008536
0,0.947826
1,0.93104404
1,0.96171796
1,0.905622
0,0.8470865
1,0.9017307
1,0.86907697
1,0.98109335
1,0.9526542
1,0.98392016
1,0.88244736
1,0.9959715
0,0.8295036
1,0.880253
1,0.82312495
1,0.69647187
1,0.85169965
1,0.96326727
0,0.63961416
1,0.94696873
1,0.9631769
1,0.07942638
1,0.6782434
1,0.9454927
1,0.80845743
1,0.9558977
1,0.87891275
1,0.9530117
1,0.8423327
1,0.7782589
0,0.8743651
1,0.9649436
1,0.8951429
1,0.833264
1,0.9352696
0,0.14324768
1,0.9815523
0,0.94409513
1,0.9577366
1,0.38109583
0,0.21320164
1,0.99645954
1,0.83769566
0,0.04624776
1,0.9614828
0,0.8498814
0,0.08264185
0,0.064049795
1,0.7859133
1,0.7016999
1,0.9531489
1,0.9478078
1,0.99522746
1,0.8976138
1,0.9738047
1,0.80540985
1,0.9828707
1,0.97081316
1,0.5716512
1,0.959871
1,0.6705328
1,0.9738903
1,0.83367145
1,0.63277537
0,0.41974285
1,0.9654136
1,0.99008965
1,0.95981526
0,0.5643003
1,0.98079145
0,0.11470723
1,0.9572426
1,0.98380107
1,0.92572325
1,0.9936686
1,0.8904898
1,0.7414943
1,0.94600046
1,0.97051346
0,0.375429
0,0.124065086
1,0.96803814
1,0.9785124
1,0.86715555
0,0.37973785
0,0.8650777
1,0.74618286
1,0.8938485
0,0.6669985
1,0.97177243
1,0.82439613
1,0.9512578
1,0.7387578
0,0.28570542
1,0.89341617
1,0.90480685
1,0.9764807
1,0.9021913
1,0.8667897
1,0.90487534
1,0.9678587
1,0.910554
0,0.6720634
1,0.2546495
0,0.65596354
1,0.87815106
0,0.94868267
1,0.88733166
1,0.96421134
0,0.14418659
1,0.9835511
0,0.5359614
0,0.47143486
1,0.9611844
1,0.9571904
1,0.9063976
1,0.839102
1,0.9465644
1,0.99710673
1,0.5870971
0,0.2971357
1,0.9459934
0,0.5758234
1,0.8486129
1,0.7661508
1,0.961874
1,0.45847455
1,0.804522
1,0.9366845
1,0.9644658
1,0.7389621
1,0.9797906
1,0.98607755
1,0.9756674
0,0.14715496
1,0.8498332
1,0.95646113
1,0.96973956
1,0.9744543
1,0.9439176
1,0.9363898
1,0.61827874
1,0.94744927
1,0.9332927
1,0.78008795
0,0.1697628
1,0.8776685
1,0.98539925
1,0.88991153
0,0.81405514
1,0.936147
1,0.815761
1,0.959887
1,0.96412283
1,0.94328916
1,0.9840703
1,0.85570693
1,0.31004393
1,0.70720047
1,0.9818772
1,0.99546105
0,0.9452729
1,0.92253786
0,0.7641227
0,0.14438693
1,0.9917
1,0.96789527
1,0.962068
0,0.15055145
1,0.93022805
1,0.9158134
0,0.9665747
1,0.97328275
1,0.8385341
1,0.90378416
0,0.19892702
1,0.9513195
1,0.9803269
1,0.8655371
0,0.15023799
1,0.40718576
1,0.9610997
1,0.99059874
1,0.9452885
1,0.730872
1,0.88643765
1,0.8770223
1,0.96925396
1,0.77423793
1,0.8542386
1,0.97504723
1,0.87191474
0,0.8632058
1,0.9789321
1,0.93511885
1,0.89945394
0,0.19217885
0,0.40367255
1,0.81224823
1,0.9498502
1,0.99865556
1,0.98491055
0,0.32755473
1,0.94992167
1,0.92721295
0,0.40747446
1,0.63107175
1,0.971659
1,0.9925061
0,0.89045984
1,0.84410167
1,0.83728176
1,0.9459037
1,0.98338807
0,0.12777287
1,0.99156976
0,0.72759455
1,0.83028
1,0.9609405
1,0.96271837
1,0.7615571
1,0.67486024
1,0.94304436
1,0.7155085
1,0.92179596
1,0.8254519
1,0.7264723
1,0.819078
1,0.95579505
1,0.81137437
1,0.94083065
1,0.8476874
1,0.7763955
1,0.72008693
0,0.100354195
1,0.7838306
1,0.9756187
1,0.96027255
1,0.9724803
1,0.97300917
1,0.94225025
1,0.9373622
1,0.71666837
1,0.8274178
1,0.9584603
1,0.99015385
1,0.7361696
1,0.99419034
1,0.9220069
1,0.98968
1,0.95784706
0,0.67603725
1,0.7717982
1,0.9407433
1,0.8984594
1,0.9500684
0,0.6280888
1,0.9662408
1,0.98761964
0,0.7968599
1,0.9273691
1,0.87216836
1,0.9739958
1,0.92058694
1,0.8685725
1,0.8371875
1,0.89121884
1,0.97238344
1,0.9799121
0,0.7426884
1,0.8079325
1,0.9710235
0,0.22587663
1,0.98329115
1,0.78902924
1,0.78686774
1,0.9082804
1,0.5784242
1,0.7949399
1,0.98840743
1,0.8212022
0,0.8971427
0,0.88722306
1,0.7605391
0,0.23092288
1,0.97772175
1,0.8749933
1,0.8975279
1,0.96331424
0,0.13959578
1,0.85901934
0,0.8588473
0,0.16040552
1,0.9319173
0,0.8434902
0,0.88548774
1,0.92956024
1,0.970681
1,0.97666764
1,0.7766337
1,0.7112524
1,0.9863513
1,0.98011863
1,0.9880314
1,0.99095726
0,0.9032762
1,0.7277665
1,0.98598856
0,0.8924355
0,0.86136794
1,0.7299568
0,0.28297853
1,0.9358154
1,0.9656015
1,0.9602538
1,0.7800859
1,0.6864199
1,0.9337005
1,0.9699737
1,0.84020776
1,0.9351271
1,0.7752291
0,0.9562168
1,0.9663224
1,0.9043865
0,0.8168092
0,0.22960906
1,0.9584193
1,0.97140884
0,0.84519255
1,0.97123444
1,0.84986466
1,0.99346393
1,0.9710391
1,0.9294331
1,0.84136945
1,0.82681185
1,0.98369306
0,0.90391773
0,0.8374386
1,0.98246115
1,0.61260664
1,0.95694375
1,0.7195561
1,0.9960224
1,0.89507145
1,0.89268214
1,0.9437529
1,0.9830321
1,0.78013086
1,0.95155305
0,0.18302354
1,0.9286215
1,0.9205671
1,0.94974506
1,0.96416867
1,0.93746394
1,0.76585644
1,0.9844945
0,0.1893605
1,0.97515714
1,0.9123433
1,0.82535046
1,0.48551416
1,0.8105445
1,0.78986186
1,0.99359185
1,0.91824734
1,0.92542565
1,0.9778277
1,0.9724621
1,0.99419916
1,0.94629246
1,0.9796027
1,0.964814
1,0.9770732
1,0.97597575
0,0.38417357
1,0.90182155
1,0.96775985
0,0.8802438
0,0.05722355
0,0.43056232
1,0.98254746
1,0.91812056
1,0.8238926
1,0.9623368
1,0.76989824
1,0.9801819
1,0.9588623
1,0.88780147
1,0.9863201
1,0.8572183
1,0.9359244
1,0.8359142
1,0.89343256
1,0.98945856
1,0.98027736
1,0.89012533
0,0.4620827
1,0.94662005
1,0.87801
1,0.5948973
1,0.9265583
1,0.9659532
0,0.78769666
1,0.8701202
1,0.8871025
1,0.8449593
1,0.57430536
1,0.7433871
1,0.88116443
1,0.8754163
1,0.9763873
1,0.86069685
0,0.09094785
1,0.7428071
1,0.84204364
1,0.9878632
0,0.06708539
1,0.9677892
0,0.9533512
1,0.9336372
1,0.93244904
0,0.34862542
1,0.84164673
0,0.78814405
1,0.8765134
1,0.97887236
1,0.5268362
1,0.9848867
1,0.8346774
1,0.9694415
1,0.9783941
1,0.8424718
1,0.971639
1,0.68462706
0,0.032633808
1,0.98551536
1,0.9617745
0,0.0879773
1,0.8935302
0,0.6770018
1,0.97536534
1,0.9873957
1,0.99029225
1,0.92217124
0,0.9303425
1,0.91450727
1,0.8259022
0,0.586071
1,0.9430644
1,0.99331725
1,0.8616854
1,0.9530004
1,0.9812282
1,0.89680517
1,0.9899564
1,0.8666651
1,0.3964951
1,0.88316274
1,0.98276937
1,0.92524225
0,0.6864476
1,0.9173413
1,0.5448869
1,0.95741296
1,0.99023366
1,0.92309964
0,0.9436288
0,0.16961089
1,0.9877828
1,0.9701487
1,0.9300809
1,0.8926769
1,0.97754467
0,0.22688442
1,0.8014519
1,0.9466444
1,0.98267144
1,0.9493669
1,0.9829123
1,0.95518464
1,0.8239737
0,0.7999752
0,0.84945923
1,0.95010555
0,0.74325395
1,0.8790407
1,0.7229987
1,0.89027435
1,0.6950351
1,0.82829475
1,0.75035506
0,0.77647936
1,0.8622977
1,0.9510997
1,0.81808823
1,0.9846469
0,0.291637
0,0.07066579
0,0.65146625
1,0.798379
1,0.94326943
0,0.68802464
1,0.94245255
1,0.8811912
0,0.4224243
1,0.9738617
0,0.10548686
0,0.3052795
1,0.9610876
1,0.9176581
1,0.8427244
1,0.28260902
1,0.8742145
1,0.8329497
1,0.9062392
1,0.94402045
0,0.92688113
1,0.5651959
0,0.9241164
1,0.95596486
1,0.83744293
1,0.9169951
1,0.9866903
1,0.41555396
1,0.9263233
1,0.9058078
1,0.993067
1,0.94820744
1,0.7899195
1,0.82577115
0,0.6522648
1,0.76239556
0,0.22701442
1,0.9289751
1,0.7096097
1,0.94512266
0,0.12502828
0,0.848099
1,0.28290245
1,0.9695525
1,0.9559655
1,0.98260325
1,0.93104136
0,0.6652984
1,0.9909471
1,0.9856785
1,0.7560065
0,0.48400086
1,0.8178614
1,0.86128646
1,0.9890887
1,0.85147685
1,0.9189099
1,0.98006433
0,0.4891432
0,0.07959941
0,0.28198534
1,0.9776014
1,0.8371567
1,0.8241916
1,0.9784647
1,0.80287695
1,0.8656618
1,0.983643
1,0.968979
0,0.5272291
0,0.11411495
1,0.8466097
1,0.93718386
1,0.804585
0,0.7946387
1,0.6346456
1,0.3229875
0,0.3008445
1,0.62949586
0,0.23429136
1,0.8933534
0,0.09985062
1,0.9625541
1,0.8446424
0,0.16288602
1,0.8682926
1,0.9850809
1,0.9921331
1,0.7820499
1,0.7726676
1,0.84235203
1,0.9691241
0,0.16562343
1,0.952638
1,0.95541614
1,0.9000757
1,0.9884864
1,0.7181657
0,0.10061728
0,0.16775641
1,0.89928013
1,0.84091836
1,0.987181
0,0.2048387
1,0.84418315
1,0.64480734
0,0.96414346
1,0.48707357
1,0.96290135
1,0.7759687
1,0.9449574
1,0.8780616
1,0.63767004
1,0.93140614
1,0.55688524
1,0.9526836
1,0.64644784
1,0.9678508
1,0.98444724
1,0.80786186
1,0.91695905
1,0.96634066
1,0.9913788
1,0.9207322
0,0.15437141
0,0.88509476
1,0.71741086
1,0.5883477
1,0.9980292
1,0.96922743
1,0.9719215
1,0.99068063
1,0.9525972
1,0.93891203
1,0.850898
1,0.76160884
1,0.92343795
1,0.981423
1,0.9884793
1,0.9630873
0,0.055895153
1,0.82961786
0,0.24195313
1,0.8686442
1,0.9733975
1,0.31305918
0,0.7257448
1,0.9886114
1,0.5135341
0,0.3479806
1,0.22426502
1,0.6938407
1,0.79740846
1,0.9694229
1,0.22750698
1,0.9595932
1,0.72703165
1,0.9484466
1,0.7973782
1,0.6387397
1,0.9917672
0,0.8903753
1,0.9303442
1,0.9578883
1,0.79310715
1,0.97291374
1,0.98957574
1,0.9711629
0,0.60396796
1,0.9961641
1,0.819062
0,0.17251761
1,0.97998136
1,0.92171323
1,0.92005914
1,0.901624
1,0.76834327
1,0.79388034
1,0.78405887
1,0.96887153
1,0.994472
1,0.9892268
1,0.92571336
1,0.9187589
1,0.8679326
0,0.93348664
1,0.96027863
1,0.8576177
1,0.8423711
1,0.9904081
1,0.95197934
1,0.9840581
0,0.14172895
0,0.104375936
1,0.9852416
1,0.9094706
0,0.14125875
1,0.9226132
1,0.9615835
0,0.7407214
1,0.997678
1,0.90528697
1,0.8111826
0,0.83949697
1,0.9682085
1,0.88541913
1,0.94238627
0,0.35203066
1,0.7376919
0,0.332855
1,0.75061524
1,0.87230164
1,0.9838928
0,0.4940441
1,0.86170846
1,0.72896737
1,0.81010705
1,0.9859445
0,0.12954234
1,0.96927285
1,0.8501257
1,0.8359577
1,0.8284158
1,0.90629447
1,0.937626
1,0.9658974
1,0.9058427
0,0.8431592
0,0.111885294
0,0.62236226
1,0.8487167
1,0.90860635
1,0.92854774
1,0.94197357
0,0.10693229
1,0.9822583
0,0.14573848
1,0.9769009
1,0.8782277
1,0.90384704
0,0.749204
1,0.6877793
1,0.6329994
1,0.93647814
1,0.9561346
1,0.88352585
1,0.8910599
1,0.9693877
1,0.98996747
0,0.84357077
1,0.9734177
0,0.33423316
0,0.31800753
1,0.7374222
1,0.9095878
0,0.022129664
1,0.7513866
0,0.5528162
1,0.8245558
1,0.90667236
1,0.93938875
1,0.87901217
1,0.88089556
1,0.8752272
1,0.7999447
1,0.90079457
1,0.85355717
1,0.994028
0,0.8401943
1,0.71159756
1,0.7334059
1,0.8102447
1,0.95151794
1,0.9451056
0,0.948373
0,0.8778037
1,0.8624313
0,0.08001855
1,0.9536496
1,0.978688
1,0.73175246
1,0.6758984
0,0.97523266
0,0.4893107
1,0.9930744
1,0.920587
0,0.14359477
0,0.66087586
1,0.9609038
0,0.10134021
1,0.9772068
1,0.9605788
1,0.9259444
1,0.98505163
0,0.67597705
1,0.8803089
1,0.7698427
1,0.7804477
0,0.913385
0,0.9605184
1,0.905179
1,0.91639006
1,0.934318
1,0.8931431
0,0.936473
1,0.93108565
1,0.72194874
1,0.9762058
1,0.90435004
1,0.77921546
1,0.8069725
1,0.6965282
1,0.9116663
0,0.046686415
1,0.8188907
0,0.6029366
1,0.41071737
0,0.80122095
1,0.69496995
1,0.98849535
1,0.9756398
1,0.8164241
1,0.8607562
1,0.99691904
1,0.80962056
0,0.113333836
1,0.9193174
1,0.7642313
0,0.7397582
1,0.81820005
1,0.9292352
1,0.95295906
1,0.9694475
1,0.965915
1,0.80632585
1,0.9503181
1,0.78733677
1,0.7861053
1,0.7658043
1,0.91648644
1,0.9906598
1,0.97780675
1,0.89529794
1,0.67757374
1,0.91821635
0,0.5466156
1,0.97994703
1,0.8888503
1,0.9287411
1,0.8825713
0,0.38898847
1,0.97639513
0,0.1361248
1,0.70703155
1,0.95299125
1,0.9775383
0,0.22685544
1,0.9045624
1,0.8831991
1,0.9660256
0,0.71998966
0,0.92950004
1,0.9836553
1,0.9903273
1,0.66523796
1,0.9899276
0,0.22085825
1,0.9916849
1,0.90972716
1,0.9198715
1,0.6535715
1,0.27462548
0,0.82513744
0,0.45420825
1,0.9926657
1,0.9073044
1,0.8762177
0,0.2082454
0,0.3981253
1,0.9896735
1,0.97111076
1,0.9303315
0,0.667573
1,0.86225444
1,0.7000166
1,0.97643346
1,0.95581096
1,0.8145953
1,0.9865036
1,0.9167368
1,0.97775126
0,0.10761654
1,0.9403313
1,0.82708347
1,0.9347045
1,0.9376818
1,0.98928666
1,0.98964405
0,0.7199214
0,0.67070866
0,0.6248735
1,0.92421764
0,0.8097993
1,0.971881
1,0.7771629
1,0.25197312
1,0.9951741
0,0.81598943
0,0.11573452
1,0.8679198
0,0.07116798
1,0.5644569
1,0.9439573
1,0.95647335
1,0.87593174
0,0.37543425
1,0.9758932
1,0.9845902
1,0.9715915
0,0.103573956
1,0.84644526
0,0.28663966
1,0.76651996
1,0.80051494
1,0.9623575
1,0.8775413
1,0.7844561
1,0.9477287
0,0.91534734
1,0.9881356
0,0.09278776
1,0.83326626
0,0.88205355
1,0.74114174
1,0.87275314
1,0.87244135
1,0.9657312
0,0.79373544
0,0.1524871
1,0.9350999
0,0.21748418
1,0.8211558
1,0.9583072
1,0.89470744
1,0.8221201
1,0.9496172
1,0.8556101
1,0.99348867
1,0.9126513
1,0.98288685
1,0.9901142
1,0.89418995
0,0.14797582
1,0.9605762
1,0.9144588
1,0.9793459
1,0.87168527
1,0.9894415
1,0.98395073
1,0.9947633
1,0.83308893
1,0.971528
1,0.87554973
1,0.9755628
0,0.094389156
1,0.83485717
0,0.2954398
1,0.91922367
1,0.93414664
0,0.48418525
1,0.8293172
0,0.87260634
1,0.57642007
1,0.9770775
1,0.72190285
1,0.8961943
1,0.7084883
0,0.7977165
1,0.97832674
1,0.91628736
1,0.15385173
1,0.96433264
0,0.69413435
1,0.7131357
1,0.5972069
0,0.7742008
1,0.9640705
1,0.9910495
1,0.653528
0,0.7776417
1,0.9940455
1,0.81363326
0,0.9701377
1,0.7230918
1,0.69964737
1,0.6341221
1,0.863683
1,0.9811365
0,0.8461508
1,0.9530609
1,0.9780082
1,0.8534506
1,0.9696511
1,0.90835965
0,0.80158246
1,0.88872486
0,0.046105318
1,0.95099545
1,0.9689048
1,0.9930628
0,0.15608852
1,0.97616917
1,0.8303951
1,0.9447765
1,0.9776357
1,0.9613104
1,0.9030659
1,0.9802223
1,0.880691
0,0.16949044
1,0.9268459
1,0.7488108
1,0.97314376
1,0.98575926
1,0.9300915
1,0.8655727
1,0.9620845
1,0.7853383
1,0.90558153
1,0.88122565
0,0.20850852
1,0.24403898
1,0.8850851
1,0.9052422
1,0.9499036
1,0.99287647
1,0.9326838
1,0.9448998
1,0.9373047
1,0.9740195
1,0.9096307
1,0.9704897
0,0.8856997
1,0.6416336
1,0.8025552
1,0.92976433
1,0.97281396
1,0.68015015
1,0.7648883
1,0.9836721
1,0.90630877
0,0.783791
1,0.23831116
0,0.8100805
1,0.97019315
0,0.25553194
1,0.7078993
1,0.97166425
1,0.8637266
1,0.98907393
1,0.9938496
1,0.98287374
1,0.8895942
1,0.9663975
1,0.525544
1,0.70328933
1,0.93921363
1,0.9613687
1,0.76051146
1,0.21255375
1,0.99653983
1,0.81562424
1,0.98002714
1,0.621305
0,0.89315134
1,0.80692744
0,0.6167264
0,0.7568679
1,0.98807526
1,0.74731916
1,0.5443634
0,0.093902774
1,0.89058197
1,0.9747785
1,0.9660622
0,0.09740195
0,0.14225113
1,0.9136129
1,0.97620344
0,0.7786102
0,0.9248785
1,0.8975695
1,0.9277975
0,0.48760703
1,0.99008596
0,0.59568214
0,0.97292024
1,0.99284583
1,0.9877238
0,0.21477596
1,0.982271
1,0.8337095
1,0.8603608
1,0.90706646
1,0.7585236
1,0.9575516
1,0.47435373
0,0.8850353
1,0.9854283
1,0.2788644
1,0.94876474
1,0.9680881
1,0.886741
1,0.9650374
1,0.829804
1,0.8975949
1,0.12935036
0,0.19926801
1,0.92673326
1,0.91540045
1,0.9205954
1,0.9821023
1,0.96017367
1,0.92183155
1,0.9717875
1,0.18585797
1,0.8630786
0,0.91780937
1,0.680331
1,0.97033006
1,0.9237246
1,0.84924734
0,0.8951697
1,0.93013537
1,0.69939417
1,0.67018443
1,0.9708095
1,0.9413104
1,0.3863363
1,0.87135196
1,0.6485811
0,0.8525416
1,0.9129756
1,0.9342506
1,0.96276635
1,0.9451552
1,0.96795726
1,0.85024256
1,0.81592906
1,0.873685
1,0.9941168
1,0.94255114
1,0.9551199
1,0.98361856
1,0.9890989
1,0.95542353
1,0.97541046
0,0.18777129
1,0.9926863
0,0.13633893
1,0.9756537
1,0.9751618
1,0.7377789
1,0.83978844
0,0.32175714
0,0.31239855
0,0.52004933
1,0.9139769
1,0.9723557
0,0.053650327
1,0.6863636
0,0.8997856
0,0.42738232
1,0.7884378
1,0.991072
0,0.83172846
1,0.7572588
1,0.9712994
1,0.77175164
1,0.9466941
1,0.58683157
1,0.9240456
1,0.95255125
0,0.71940625
1,0.975811
0,0.079915546
1,0.993731
1,0.96695864
1,0.9891344
1,0.96111304
1,0.8525495
1,0.9409142
1,0.9900185
1,0.83644474
1,0.9809208
1,0.98513466
1,0.9351577
1,0.96090704
1,0.45029795
1,0.622318
1,0.6721491
0,0.124039374
1,0.96399
0,0.08097109
1,0.94453424
1,0.93110037
1,0.9576694
0,0.28274906
1,0.99108183
1,0.79970217
1,0.38185114
1,0.94566655
1,0.94741666
1,0.9904101
1,0.9754414
1,0.97341377
0,0.29514772
0,0.08532282
1,0.98354995
1,0.8453014
0,0.16509722
1,0.6549997
1,0.7951839
1,0.83812124
0,0.79753685
1,0.9388291
1,0.7553
1,0.98469824
1,0.83232564
1,0.76124144
1,0.7515028
0,0.1867553
0,0.64815533
1,0.8393283
1,0.799503
0,0.08146494
1,0.89851636
1,0.98087317
1,0.96801937
1,0.67157084
1,0.95578724
1,0.9727312
1,0.95671856
1,0.9345336
1,0.9625489
1,0.990765
0,0.91469675
0,0.91683805
1,0.9807529
1,0.8985175
1,0.9183863
1,0.9853651
1,0.90638053
1,0.8638208
1,0.963616
1,0.9505705
1,0.9865724
1,0.98968166
1,0.932085
0,0.09679749
0,0.2082294
1,0.869789
1,0.976543
1,0.9086401
0,0.040557157
0,0.09665998
0,0.8757195
1,0.946046
0,0.24459937
1,0.4857559
0,0.48982748
1,0.8715783
1,0.9020893
1,0.82756644
1,0.97892034
1,0.911519
0,0.9370395
1,0.93266386
1,0.8493914
1,0.6904876
1,0.9927165
1,0.80664045
1,0.20126913
1,0.9381843
1,0.81523544
1,0.8506042
1,0.9800798
1,0.75722265
1,0.91921914
1,0.9788343
1,0.9526957
1,0.9876814
1,0.9467508
1,0.9624131
1,0.9763025
1,0.998063
1,0.9835697
1,0.7299273
1,0.6615402
1,0.9884432
0,0.120460875
1,0.9954828
1,0.96837574
1,0.93383914
1,0.7325579
1,0.86378586
1,0.9202392
1,0.8085554
1,0.9010043
1,0.83682203
1,0.97583425
1,0.7700368
1,0.89782614
0,0.3839968
1,0.9460927
1,0.85375553
1,0.993753
1,0.8869396
1,0.94645536
1,0.992733
1,0.21720774
1,0.7496783
1,0.92266774
1,0.97690785
1,0.759169
1,0.99240327
1,0.95407116
0,0.67213124
1,0.95206547
1,0.9234021
1,0.86506784
0,0.9073617
0,0.94050944
1,0.64860487
1,0.8171791
1,0.7575358
1,0.060620848
1,0.940112
0,0.76392657
1,0.9515921
1,0.940948
1,0.9024409
0,0.07754003
1,0.34116971
0,0.83813894
0,0.56316835
1,0.99684626
1,0.8935592
1,0.6612755
1,0.17598876
1,0.9909779
1,0.94543964
1,0.9476031
1,0.71066386
1,0.103253
0,0.14958589
0,0.6917944
1,0.9418437
0,0.19850174
1,0.86051303
1,0.9802781
1,0.9026772
1,0.8949374
1,0.874021
0,0.87457925
0,0.32166865
1,0.91660714
1,0.9782668
1,0.76169235
1,0.9769483
1,0.80124366
1,0.85620373
1,0.9444746
1,0.85450613
1,0.9635443
1,0.761655
1,0.8139876
1,0.8084259
0,0.7003979
1,0.9385858
1,0.98679763
1,0.9365466
1,0.71454066
1,0.88690734
1,0.8222037
0,0.28841382
1,0.97489697
1,0.96000385
1,0.73274636
1,0.90655136
0,0.8237129
1,0.8897321
0,0.062522925
1,0.9449006
1,0.98295236
1,0.7992724
1,0.97583634
1,0.7875735
0,0.9350612
1,0.9570938
1,0.91054016
1,0.27484074
1,0.9879749
1,0.63429695
1,0.8109623
1,0.93092704
0,0.7904013
0,0.8047748
0,0.26536855
1,0.7671969
1,0.9588952
0,0.35886282
1,0.95767593
1,0.83962446
1,0.7459865
1,0.99335045
1,0.44539148
1,0.14036737
1,0.9667771
1,0.9829731
1,0.8220864
1,0.9622605
1,0.9649629
1,0.9194223
1,0.99100775
1,0.94587535
1,0.9715044
1,0.8448246
1,0.97954774
1,0.6802128
1,0.7711578
1,0.8793162
1,0.95978516
0,0.59870654
1,0.8387228
1,0.48101735
1,0.90280575
1,0.9064314
1,0.68995404
1,0.97601783
1,0.7574486
1,0.96621746
1,0.99456906
1,0.98259443
